,x,y
neglect,33.465958,-25.884668
emotion,5.414402,5.240342
info,41.714085,12.475855
oni,3.2115858,40.3056
saving,19.872519,-37.491306
symmetry,-22.652493,-22.0476
spoken,11.825959,-6.567716
ond,9.473242,17.628666
one,28.479885,-26.4605
organismal,-24.236057,-8.413531
periodical,38.985878,27.231237
stormtracks,5.6334734,-1.1351613
ons,18.241816,-6.9939566
affords,-21.82609,9.238901
nubian,1.7761912,34.282635
hfosc,-4.30702,-4.632547
poikilohydric,3.9758668,11.996595
allopatry,18.602243,18.889444
biozones,-10.044795,9.852387
types,-30.563637,-7.0311623
oversimplified,25.561413,1.0374537
lingering,6.8624034,5.973056
apoptotic,-11.359013,15.003571
JC,0.14916869,45.31319
epipelagic,-0.022821778,11.765985
surges,-25.339914,-29.684559
retrogressive,-15.178677,-0.66617125
anthesis,-29.180002,-40.661938
herds,-28.673409,3.0277472
specialists,-28.235506,-7.522113
NERC,40.108936,-8.837843
History,6.456611,-17.351236
BrONO,-13.010682,5.2875304
solubilities,-3.3554294,7.1941066
soralia,-7.1809006,12.117476
wandering,20.145817,32.04733
proactive,22.616219,-33.582912
illness,-24.966389,-12.888922
juglans,0.9585946,18.126118
turned,0.052579243,-44.560955
locations,-34.46209,-23.824926
auroral,-3.7922835,-7.9693017
Field,-7.918376,-20.601
Repository,8.400669,-44.7106
Matlab,6.2790127,-26.394213
uninterrupted,-27.850695,11.65993
turner,26.535597,-9.54376
emep,29.662436,5.4765906
invite,26.750206,-20.63693
morhua,-21.284645,26.330956
dilutions,-10.104035,-7.2186894
zoo,13.314348,-12.528715
bagasse,14.272944,-10.209644
intends,26.078634,-11.033361
zos,17.96423,18.417416
Hale,40.615276,22.469454
vgds,6.9418244,6.576409
Half,34.153927,34.469788
Qinling,-37.76811,8.277023
Hall,4.277393,-7.5586324
imperatives,32.324337,-4.9336505
Sowing,10.079755,11.419257
opposite,-18.87636,-31.131899
buffer,-27.178764,-11.944789
ypresian,2.068387,27.127363
discerning,17.77255,-10.146026
remanent,-17.549997,-19.481205
printed,25.576084,-1.5628197
EDTA,7.194904,27.158594
farmlands,22.144411,-3.5145307
cyclohexyl,-21.30724,8.929699
yucatan,-35.29198,10.154799
obsidian,-20.923677,4.9241548
Chen,41.133705,-3.4282641
Chem,-2.4252336,-47.23554
fascinated,21.606136,1.5453353
phix,14.101392,39.284744
biocrust,-31.453966,-4.9681134
subjacent,2.1598833,13.350791
downscale,35.449753,-1.4399337
Sky,26.491547,25.734585
friction,-24.285051,-23.277586
elas,-0.91148156,36.507095
fecal,3.9795609,8.919301
Ethiopia,-39.472485,-31.813894
inconsistent,3.839851,-42.540894
dieback,-29.688715,-13.894368
APMB,-36.85348,22.745941
imagined,22.05714,-9.209445
Raman,-11.81927,-17.600584
ensembles,-3.5960207,-45.65353
reconciling,29.34571,-11.365696
ensembled,3.7698815,26.932068
Leadership,21.988752,39.99604
Clapeyron,-1.5845144,-31.046381
windowed,-3.7499926,-5.99124
revolutionized,11.750232,-14.873485
tilting,-14.677139,-2.6043081
WNPSH,-24.4674,-32.979534
neoproterozoic,-21.066364,-45.56049
simplistic,18.505196,-24.465822
Qin,10.602631,49.368988
mechanization,9.211374,-6.8471255
awaiting,20.305407,-3.438516
ellsworthii,-20.956884,17.007622
trappist,-21.752424,-20.313948
Nordhaus,39.582306,3.8379202
ancova,8.475075,7.746976
vision,22.512688,-25.707453
biogeography,-26.166494,-6.965984
noisier,18.408592,22.849262
attenuated,1.3353295,-8.0340395
silurian,-26.40268,5.6630707
coastally,-5.3625216,7.533
attenuates,11.451267,2.0691166
impressions,12.575049,-3.5660357
hastened,-10.73039,16.62182
Worldwide,26.476665,2.0213296
mitigative,19.98671,24.181969
alarming,-10.563801,13.896389
Compilation,9.40392,35.023952
sponsorship,15.213588,18.015127
hecates,-24.992155,0.3985077
kilometer,4.991816,30.012178
moons,-18.869995,-8.178171
serpentinization,-17.675463,6.5803137
epicyclic,-15.7927885,-2.2026675
enjoys,13.262197,5.486592
recordthe,-5.305504,35.496983
punta,-3.2604647,18.15899
andesitic,-11.669212,0.008886937
VGD,-8.467337,-30.198477
ariminensis,9.548827,31.657322
fiq,-6.728391,29.46578
proterozoic,-20.481964,-46.408176
VGP,-6.4465885,5.224416
tailings,-25.404491,12.663379
concentrated,-35.72835,-16.41216
circumference,2.1189115,25.086857
studythe,22.36542,22.081923
flipped,4.2137055,-4.4146743
Stability,36.812683,-2.6658988
s,-10.128217,-48.621284
refugial,-28.665184,2.990684
concentrates,-8.523906,-10.244081
synoptic,-23.262808,-28.379524
allowance,16.130785,-14.529089
bamboo,-28.314482,-7.0988827
Fairbanks,0.1882648,-11.75959
consortia,-13.889299,7.2606225
hulis,-3.3966277,25.592236
NASSTs,23.90511,19.089178
buoyancy,-24.619986,-25.299911
ESRUN,35.971313,22.75247
Gansu,-40.479115,10.083243
Hansen,5.3273387,-9.856509
collides,14.145609,13.836191
accelerometer,6.44802,-6.0130033
latifolia,-19.190292,20.493105
west,-43.666092,-30.341467
incubation,-17.645914,-12.674084
heliosphere,-3.0344698,-14.052058
practised,-1.9578778,20.376982
motives,22.389929,-14.559927
wants,27.716381,-14.816229
mekong,-35.255,14.927288
gwd,-8.1695175,41.71888
formed,-41.1514,-16.92662
photon,-17.152985,-16.11738
readings,-2.935787,-16.575039
photos,-3.191663,-17.235685
geothermal,-23.794313,-24.958017
tightened,14.763947,14.342208
wales,-39.35007,-31.935612
extant,-30.873974,-7.821703
Cancellation,15.521867,41.403538
changesWe,20.28407,12.089254
Adjusted,21.328478,10.48316
LvP,0.93130803,10.1130085
unweighted,36.599983,-7.1636767
consulted,35.246513,-3.792559
nonstationarities,19.121576,7.3267984
fiducial,17.954412,38.543076
newspaper,37.43125,-16.926195
situation,23.062553,-26.616425
peridotite,-18.242382,8.968071
Size,-26.344374,18.084675
hydrolysable,10.331259,37.95866
engaged,27.250257,-31.436268
Prec,17.720152,37.597782
Subsurface,15.675921,44.995045
cyberinfrastructure,7.4183044,4.241317
engages,31.876667,-2.8905807
technology,21.84407,-40.45785
Profile,8.526853,30.480213
verified,7.2945056,-36.796715
Roadcut,-5.2816195,14.604186
divinyl,-0.976714,7.9844975
theorized,27.254826,-12.824917
verifies,16.098902,14.989477
Blood,-34.432083,12.693237
otto,6.5415554,45.101036
slate,-18.886757,1.4482933
Temperate,-40.8407,6.3426204
visually,6.123485,-36.13187
managements,19.968271,23.400702
edged,-19.944498,-1.6766406
assigns,16.317074,3.565796
Oxygen,-42.741207,-1.1110463
singapore,9.519918,-14.952361
Clear,26.848131,1.6771569
UTM,30.543055,10.309692
constraining,17.756018,-30.339497
edges,-30.655535,-23.826715
IRM,-17.164398,-19.176977
Clean,16.971182,-18.689045
sres,1.5650046,-51.275425
IRD,-42.549553,-18.367994
IRF,26.85246,14.114294
Spherical,16.695583,32.973812
tracking,10.729137,-23.57095
tremuloides,-29.860773,-11.775331
CloudSat,-4.928429,-22.020622
Pore,0.39424384,24.651136
peculiarities,33.239113,16.929344
priors,0.2556329,-32.633648
discernibly,19.690432,3.5287988
Port,20.847391,41.617504
persistently,-29.785112,-19.075308
Montes,-0.13479835,22.12256
NAC,-32.810383,5.8138037
recycles,-7.6984406,3.7339654
benzo,3.0510235,-0.70717114
being,13.899834,-26.263195
cohesive,-14.674346,-1.2468379
climateprediction,27.379486,40.236954
NAO,-23.877422,-34.796017
NAM,-42.881325,18.892454
NAR,-13.896209,25.757929
ngom,-32.244476,4.9867244
NAP,38.781406,7.5379305
Concerns,21.672867,36.253162
denitrifier,5.316699,-5.107688
NAT,-1.4237914,-28.902887
gridboxes,26.127916,15.748519
BOA,-19.598711,-24.889261
undissected,-0.21808566,23.565302
overconfident,21.930393,32.164097
rover,-20.601662,-18.406134
grounded,-42.65808,-21.310707
chpclim,-3.7320569,-24.689234
Males,-15.7093725,23.308905
bioenergy,20.83271,-40.624233
lithologic,-25.314184,5.4386516
plumes,-38.330654,-9.819633
Anvers,9.931433,42.099064
decomposed,-10.159812,-23.894129
sums,-6.650165,-34.055424
ACMIA,11.2258415,14.953933
unveil,24.737028,17.545637
downtrend,13.397581,19.441872
vims,-4.2354574,-18.081932
ETOPO,38.606297,12.670542
preference,-0.7120781,-31.29484
Amplitude,-0.53860563,40.48076
Decreasing,14.055682,45.18207
world,15.714636,-44.782326
postal,19.672499,30.074078
decomposes,-26.848846,-1.0362381
decomposer,-29.634516,-3.6803901
construal,24.533665,-10.986658
LPIA,1.8669665,13.26199
oPOM,-18.899197,26.613697
satisfactory,18.211689,-26.363548
Hulme,23.181925,3.5102456
learning,23.886057,-32.23542
Expressed,16.717083,35.294804
Engel,12.736238,7.825083
udel,37.663563,11.706681
complementarity,-16.350384,17.98025
diving,5.5618105,-2.1077032
tva,5.868714,5.50681
Hainan,-41.163074,11.766649
cavity,-36.671616,-17.843235
CrRF,13.843268,51.065292
sajama,-2.0472496,21.815985
worldviews,24.554686,-18.569145
Intrinsic,19.932215,35.470722
restoring,-17.866423,-3.5054233
Topographic,-17.98919,-0.50012445
arrow,-17.110792,-34.659546
KCl,-14.999151,-10.730566
icehouses,0.39179894,20.893639
anhydrite,-5.797069,21.812666
GEBA,26.117392,30.077303
Luckman,3.6231606,0.8099952
thailand,-37.233135,-31.839554
shuttleworth,8.397893,-27.525928
Revolution,-14.503288,-27.640114
ferromagnetic,-12.166721,5.715309
KCM,34.317364,20.693787
KCO,4.6303086,10.319193
Geology,12.940122,-44.624966
neotropical,10.0863285,4.313832
skew,-3.2958272,7.841225
sensitively,-25.29905,-4.618892
qra,32.944992,40.942474
perturbed,-4.7476487,-44.323112
perturbee,3.5549598,-7.165258
bjc,12.686141,47.299282
rondel,-22.754684,21.196472
No,-51.77128,-0.8005981
Na,-47.361504,-6.4110146
disrupts,-8.410855,7.0504975
Nc,8.507392,30.074635
Nd,-47.44188,-8.338611
Ne,-29.320309,25.592514
Endangered,-14.244643,19.535995
perturber,3.5017753,-7.2129526
lively,12.682101,-8.150647
gtgp,28.206429,26.797667
pivot,-4.7070937,13.228086
Nr,-44.92866,2.69139
conceptually,18.152723,-24.87286
Nt,11.595102,12.510887
Nu,-8.464977,-7.5928555
Rainacc,10.4053335,26.247028
Equilibrium,-5.0155253,-0.48594007
NH,-47.64198,1.4813702
NI,-28.707685,35.5513
NJ,4.3617873,-12.338069
NL,-27.535831,24.246881
NN,4.9110394,16.719818
NO,-51.743176,-0.8213571
gleam,22.682753,37.032307
NB,-2.4548233,1.9082446
NC,-50.207184,-1.9683145
ND,-12.303955,-13.550522
NE,-40.58445,-29.817875
NF,-26.688684,29.72197
NG,7.9252515,47.36213
Peninsula,-43.32584,-29.077015
redirection,20.391685,-13.586835
Kunming,8.735444,4.7840757
lepidocrocite,2.9374402,21.239382
sealed,-15.834072,-12.646905
brazilian,-36.525803,-30.645128
NP,-24.017338,37.324593
Hydrostation,18.964497,51.773346
NS,-50.28015,-1.8968705
bubble,-22.298828,-4.1378274
Sabrina,-41.23287,-23.831581
NV,7.155275,23.055273
NW,-40.537567,-29.935608
palaeomagnetism,20.801405,4.7207704
CNRS,4.642719,-15.794223
continents,-40.88562,-25.365818
secreted,-20.598127,12.384129
Alternately,17.754427,-1.4121614
societal,26.126524,-31.012156
tetramethylaluminate,-21.644985,9.247959
Envelope,28.868383,22.276077
abating,18.265877,-16.61839
ojibway,-18.945147,3.5553367
CNRM,-4.6560173,-47.72833
Fitted,19.754765,39.794506
pull,16.703342,-22.358017
rush,48.23868,-6.895675
pdssat,3.6207263,-29.630465
rage,16.944595,34.453957
pula,-15.144018,6.0891366
CGIAR,29.727623,9.607637
operationally,12.552246,-12.782787
speciose,10.511149,23.456715
asst,34.35765,25.35367
trips,19.89446,-0.646569
rust,-14.676549,11.989972
Savitzky,15.929602,4.7393236
AZO,-21.5644,13.589396
magnesian,-19.383797,8.106325
australasian,8.019009,52.655087
pmoA,-32.580654,-3.072785
pratensis,-18.59963,21.665789
associating,2.8869743,10.486601
lysocline,-15.574082,-2.556496
formulation,7.9834714,-31.254534
wsat,6.0240555,17.569645
truncation,-2.9746487,-34.529892
jargon,23.997904,2.6824212
dampens,2.728519,49.62314
pmol,-19.815868,12.759119
ideally,14.185752,-29.154726
uvigerina,-11.182456,22.435019
pmod,36.957745,22.087181
Archaean,-20.133888,-46.62483
thresholded,1.1461048,26.28539
Monitoring,11.893404,-44.284557
unparalleled,0.056514498,0.5456325
attendances,35.61293,12.861463
reinhardtii,-13.456048,7.9099627
hydraulics,0.34213233,24.644716
Alteration,2.2751994,38.580444
sedmin,13.486599,18.692167
midges,1.8942292,14.278371
rp,-26.454817,27.89484
likiangensis,2.9835155,7.474604
tricky,20.879778,28.693945
shipping,-36.05621,-31.281483
hydrogenotroph,-11.67859,37.11266
omnibus,0.86307013,12.920782
Correlations,-4.0362906,-32.50019
accretes,-19.300262,-6.392308
kilogram,-7.2230787,22.16253
Bias,4.685455,51.019207
accreted,-41.099865,-10.452066
facultative,18.974195,-1.8129057
scm,17.73386,17.844261
sco,-0.50200945,44.28246
Fiq,-6.573467,29.534346
sci,-7.4616127,-48.11946
sch,-25.857586,20.555464
rainwatch,22.170992,-22.2936
sce,32.188488,10.306296
caused,-5.1224494,-41.800022
ceramic,18.706112,13.999596
sca,-1.465501,8.303574
scc,2.1487503,-37.5545
norB,16.197369,31.611498
JSBACH,35.05135,9.52628
sct,28.046118,-11.390099
scw,-7.479999,26.49435
scp,-9.612242,23.015762
causes,-28.999199,-33.875378
Timta,-12.221938,30.044842
Schaefer,18.549788,2.8182178
predawn,18.337105,33.32401
gredos,11.277719,35.094933
rf,-17.467695,-24.76504
norb,5.0434113,5.3030343
genbank,-10.325473,-13.504951
postglacial,-34.734646,-17.907482
anthracene,5.983392,22.383625
midwest,-34.91173,-32.901573
norm,24.891775,-21.893204
roadway,9.815502,-7.810041
Fp,12.196279,40.418476
puanui,-26.229074,1.8647902
ofthe,18.64154,35.859844
haplotypic,-8.824766,-14.888645
HoxD,-9.130463,11.244829
deformations,12.849763,35.156246
CCpre,9.607682,3.4206364
Wilkes,-40.863586,-23.809519
Metabolic,6.940382,25.205498
Altimeter,-4.6941476,-18.280993
insufficiently,19.126883,-23.538355
climatologies,-5.222984,-26.348852
sand,-43.767063,-12.699232
nutricline,0.3610847,26.945704
small,0.843734,-43.164448
sank,-19.84667,-4.5313196
abbreviated,-17.221071,20.494368
quicker,-11.00999,6.1686664
past,-18.902151,-43.97212
substitutions,10.2311,1.4665184
fractionation,-44.634327,-8.836245
hemispherical,-9.082752,-1.0189214
pass,-4.023779,-34.729656
gleissberg,-1.3612283,-12.100016
investment,21.869488,-40.10688
accreditation,25.277239,5.4572797
pyramidata,-13.810748,20.775433
ladakh,-27.065332,16.23
prevailed,-18.358212,-47.50392
colonists,-5.1440334,13.068095
greenness,-8.889054,-26.607979
cpSSRs,23.505527,22.756239
parnellii,-30.313799,24.793903
recolonized,-12.637218,9.412994
hebei,-42.80327,11.246655
full,5.244284,-39.0
Critically,22.743614,-0.1962752
agpaitic,-1.3468376,3.5725906
portrays,22.85147,6.9652834
compose,2.5169446,12.230989
fulu,-6.492353,29.496807
psychometric,5.66602,-5.358006
contrastingly,16.747496,41.636333
Concept,20.16075,35.58437
unacclimated,-17.043535,16.094032
pyrolysis,-13.929022,-11.7241335
anthropocentric,35.267696,12.520245
experience,24.690296,-38.406734
anthropologists,23.484676,-10.332834
prior,9.970674,-31.378498
RMMC,-14.505119,-4.265077
cessation,-28.744465,-35.012554
depart,-10.282143,-38.04131
reclaimed,-9.390401,8.635301
aggradation,-18.89494,3.741893
intermontane,-18.51951,3.1316037
silva,39.919315,3.261838
attendance,30.458769,-12.178469
universally,30.007854,-22.158693
mori,4.257804,-3.0755658
automate,21.485971,13.978663
morb,-40.14046,-0.7188804
mora,40.87341,-1.6273544
Nucleotide,31.064957,11.577311
byregion,-0.3005517,-21.997221
levene,12.642065,13.796767
door,26.269978,-11.193751
initiated,-4.846364,-42.17469
tester,15.810065,32.53366
company,26.301098,-32.73915
rukwa,-33.864143,14.85778
corrected,9.612908,-32.35216
initiates,-1.5510486,31.096634
towhere,13.238722,26.64882
doom,20.504375,34.23503
Ltotal,15.384108,14.987788
PGLS,-1.7221668,-3.6983094
installing,5.5652113,-3.0046206
venusian,-0.44275346,-14.87461
chlorophytes,3.171546,1.8827245
learn,28.723967,-28.66654
micrometer,16.805819,31.39856
changeover,9.349299,10.927805
bogs,-32.90613,-14.123183
generalists,-28.10865,-7.3802
downdrafts,2.9363525,-1.405311
Chao,-6.4117126,39.72378
lesotho,0.8430681,-2.0110095
iwp,-16.35999,-23.50591
concordant,-9.282406,16.352818
Glasgow,20.76538,-2.7090745
bonded,-21.075382,11.074247
huge,17.578354,-35.140636
respective,10.885347,-40.00222
isochrysis,-31.902975,-2.0340598
statisticians,21.38179,-8.290765
enlarge,-0.59359807,29.99624
dismissed,-16.683516,3.5202901
wiechert,5.7109895,21.03676
vaccinium,-11.592503,10.236777
LCLUC,18.423439,47.39256
Gower,0.0010154358,-0.019803936
PlioMIP,0.23752,-27.774656
Emin,2.676712,6.377388
thickened,-17.896532,1.895771
MACRO,7.989525,-1.3428744
variant,4.1161504,-30.112738
autogenic,2.1744733,8.148378
lanka,-41.445473,10.364757
Statistically,18.28937,5.73544
Aalenian,-16.47977,-28.003702
Dobson,-5.2868557,-28.856556
jiang,8.289406,9.992952
resemble,-9.37076,-38.293976
twisting,-10.646201,-21.412373
NSA,42.434986,-11.971962
gardneri,-11.762984,39.555737
wooly,-11.055813,22.989021
circularity,22.955564,0.28223053
goodhope,8.373535,-1.1022109
Tsite,-11.744765,-23.615059
installed,18.180222,-39.35402
resorts,25.562555,2.356917
scots,-19.333715,20.81207
scott,5.8240395,-9.206159
signs,-20.164463,-27.889357
roots,-34.874123,-7.7289567
symptoms,2.0458534,-4.6549945
Fisheries,29.040207,0.6795709
palaeoceanography,19.704535,28.639921
bypass,-13.25521,-1.3469683
cross,-4.551611,-33.147858
jmodeltest,17.455229,25.512194
focussed,12.681643,-38.750515
Lomb,-3.478862,-27.927197
pentagons,-0.22037871,15.947524
universality,16.147552,10.0425205
deliberating,33.94315,-7.7049255
nightside,-27.629183,15.262593
vitro,-2.3439496,-17.386147
weeds,-17.837482,24.748835
arakawa,15.604769,16.86234
monoalkyl,-15.886435,17.055386
interglaciations,26.89494,43.382393
redfit,22.626753,13.622074
Authority,30.50535,2.0461075
courses,21.317146,-19.038355
ecrs,5.7381964,-1.6666352
histNat,7.13351,-5.2201324
ESGF,29.609402,10.792262
corine,22.95488,24.107912
coring,-36.603825,-40.45303
gfz,2.8304918,-16.01515
reactions,-43.34726,-7.6994605
engendered,18.83108,27.519283
gfs,16.082912,24.842701
gfp,9.185177,54.752842
Saturday,22.829952,1.4942993
gilberts,-33.706226,7.253746
numeric,16.894974,-3.6449568
deterministically,30.107943,15.020219
investigated,7.570526,-37.384876
operation,20.442755,-41.7362
EROS,32.759182,6.90009
clarity,12.583396,-32.77868
Lowess,16.043648,4.693918
buzzsaw,-12.642724,-2.2911215
research,11.673973,-48.16199
weightings,32.675854,33.079292
conus,-43.517834,12.979539
Report,25.725233,-42.614048
offline,4.718207,-28.385868
occurs,-23.501736,-39.65666
jiangsu,-41.80558,11.506924
Nina,-23.103966,39.35337
hoverflies,-18.256523,19.456089
Nine,38.029102,-10.533753
outfitted,26.239439,23.536898
cryoconite,-36.298916,-13.760704
ecologically,17.746796,-32.47524
Nino,-22.430405,-33.004177
ybp,23.83861,1.2763838
definition,17.490688,-30.328148
pairs,3.7359161,-37.511127
MGE,-12.586394,38.681225
Vegetated,-9.014339,6.87395
tumbiana,-6.571881,29.138777
faom,17.240263,-3.391582
MGL,-7.386028,42.421463
MGS,-7.005436,-20.23444
thuiller,11.574353,34.955246
Grazing,14.557147,38.09733
precautionary,20.660025,-25.269928
Elastic,18.67202,38.8085
preservation,-41.983032,-12.456751
aminobenzyl,-44.97814,-3.7758167
sequester,-37.88169,-7.3010893
Nonlinear,21.586252,10.759936
ISCCP,-5.424474,-24.421484
Guardian,32.943413,10.131651
moderately,-45.20679,-6.307053
proximized,22.960413,-5.455103
dfo,4.03167,-10.153153
saint,-10.563418,28.20566
FrT,9.003504,49.35717
dfg,-14.568311,17.166
psps,37.389076,12.78473
amsr,-0.07396227,-19.98924
dfc,8.867517,11.217129
graeca,7.5980377,24.327736
justly,12.352152,-0.85560155
methanogen,-29.855383,-1.231247
interviewee,11.413769,-1.4657191
interviewed,26.607811,-17.434235
typhoon,9.0566435,-6.2919807
parsimonious,20.830172,-23.32525
interviewer,15.457316,26.36302
pyroclastic,-39.600586,-16.736631
polysaccharides,-34.825436,-3.0018768
Snapshots,20.332088,37.17987
underpinning,17.367453,-29.938047
cct,5.9484696,-4.1781373
Hrel,21.76742,7.490983
cnidarian,15.254241,-7.609439
rhizodermis,-2.9697065,23.539595
navigators,11.180802,-14.177548
microanalyses,-1.8016919,27.364521
kret,-10.234131,-21.108149
Uvigerina,-11.186214,22.441246
organisations,25.663675,-19.917065
PRISM,3.60894,-48.721405
luzon,-9.33319,33.227722
thermochemical,-5.4603233,30.57655
copenhagen,26.434942,-37.98575
sell,28.916998,-13.811132
Saturation,22.927723,22.917572
Triangle,-32.21557,2.2739003
SATA,23.503159,31.87504
